id	title	disposition	where	note
data-tools-7	Feed fetchers outside scan.mjs skip the M1 byte cap (and backfill-show has no timeout); fetch-limits' header wrongly claims refresh-feeds uses it	fixed	L8-data-tools (merge 8b9b3160: 3d103381)	fetch-limits gains readResponseCapped and BodyTooLargeError; prepare-batch, sweep-transcripts (and measure-suspects) and backfill-show read through it; oversize is final. fetch-transcripts counts bytes while streaming; backfill-show fetchFeed has a 30 s timeout. Tests mutation-killed.
app-1-3	sameEpisodeList compares `id`, but show-episode rows only carry `guid`, so any same-length refresh counts as unchanged	fixed	L2-app-surface (merge 8fc8afca: 80e56b9b)	New showEpisodeGuid (the row's guid, else the list endpoint's `noguid:<title>:<published_at>`); sameEpisodeList compares by it. The show-episodes-cache fixture now uses real API rows; a same-length page with a new head episode repaints. Mutation red.
app-1-5	Show-scoped search rows for feeds without guids all get the id `<show>--null`, so they collide and tapping one row plays another row's audio	fixed	L2-app-surface (merge 8fc8afca: 6b11aa74, 5abebbbf)	fullCatalogueRowToEpRowItem builds its id with showEpisodeGuid, matching episodes.ts's fallback. Test: two guid-less rows get distinct ids and keep their own audio; no `--null` id. Server-side twin: api/_lib/liveEpisodeId.ts (6b11aa74, 0bcd20f8) gives the list, the show-scoped search and the DB ingest one fallback id, so the API no longer returns guid null.
app-1-6	Generated playlists (#/playlist/gen-<leaf>) often say 'Playlist not found' after a reload or relaunch: an incomplete fix of qa 116	fixed	L1-app-data (merge 5ed77ea1: 9dc49fcf)	gen-<leaf> resolves deterministically from the catalogue (leaf exists, not a root, >= GENERATED_PLAYLIST_MIN pool items, newest first; slot items excluded where enough remain). Real-data test: a re-deal, a leaf outside the top 3, an unknown leaf, a root.
app-1-7	redealAfterOnboardingPicks undoes the first deal before that deal has been recorded when storage is still settling, and corrupts cp_recent_branches	fixed	L1-app-data (merge 5ed77ea1: 688d71de)	Each deal has an epoch; its deferred recorder stands down if superseded, and the re-deal undoes only a deal already recorded (lastDealRecorded). Test: durable recent/seen survive, only the re-deal is recorded. Both guards mutation-checked.
app-1-9	With Continuous playback off, a finished episode is never removed from Up Next	fixed	L1-app-data (merge 5ed77ea1: 7533b996, 72a83f6c)	With autoadvance off, advanceQueueOnEnded applies planAfterEnded's rest and plays nothing; continuation.js unchanged (parity unaffected). Test in up-next-autoadvance. The native-engine half landed in the review round (7533b996: an ended episode leaves Up Next on iOS too).
app-1-12	_bufferedEvents grows without bound for the session when the player module never loads	fixed	L1-app-data (merge 5ed77ea1: e7ff7a7b)	Once deferredScriptsRan is true and no event log was published, _bufferedEvents keeps the newest 500; while the module may still arrive the buffer is left whole. 2 tests.
app-1-13	branchChain sorts by `new Date(release_date || 0)`, so an unparseable date gives a NaN comparator: the bug dateValue() already fixed elsewhere	fixed	L1-app-data (merge 5ed77ea1: ada5c851)	branchChain's byRecency uses dateValue. Test: [old, bad, new] chains as [new, old, bad].
app-1-14	prettyTitle drops every non-ASCII letter, so accented or non-Latin queries produce broken or generic playlist titles	fixed	L1-app-data (merge 5ed77ea1: 4d142305)	prettyTitle normalises to NFC, splits on /[^\p{L}\p{M}\p{N}]+/u and capitalises by code point with toLocaleUpperCase; ASCII stopwords and acronyms still apply. Tests: accented, decomposed, Cyrillic, CJK.
app-1-15	retryCatalog repaints and refocuses whatever page is current when the retried fetch lands, even after the listener has left	fixed	L2-app-surface (merge 8fc8afca: ed2f7113)	retryCatalog captures renderToken() before the await, keeps the catalogue either way, and repaints only if the same render is on screen; the review round (f21f5f1f) also covers a same-page repaint during the retry. Test covers both paths; mutation red.
app-2-1	Home render overwrites the last-played episode's full itemIndex entry with the player's 7-field pointer, and it stays that way for the session	fixed	L2-app-surface (merge 8fc8afca: 891c84ef)	lastEpisodeCard seeds the player's pointer only when state.itemIndex has no entry for it. Regression test: a rich pool entry survives the Home render; the pointer still seeds an empty slot. Mutation red.
app-2-2	Shows search paints every match with no cap: about 2,500 rows on the first keystroke, and the whole list is re-rendered on each later pass	fixed	L2-app-surface (merge 8fc8afca: b7f9586d, 85b3055e)	Each pass hands over at most SHOW_PASS_LIMIT=200 rows; the list paints 50 at a time behind 'Show more shows' (the review round e71d66f6 moves focus to the first revealed row); breadth/shard show caches capped FIFO at 1000. Measured on committed data: 't' 2626 rows/771KB/204ms -> 329/22KB/61ms. insertAdjacentHTML appends not done (the cap already bounds each rewrite). The integration adapted search-result-stability.spec.js to the paging (b7f9586d).
app-2-3	Leaving the Search page does not supersede its passes, so the debounce tick, three fetches and the multi-second playlist-CTA scan still run on the next page	fixed	L2-app-surface (merge 8fc8afca: 6a8611df)	renderCurrentPage calls supersedeShowSearch() whenever the new route is not #/shows (token, pending debounce tick and painted record cleared); the CTA's whenIdle callback returns if its container is disconnected. Two tests; both mutations red.
app-2-4	Starting an episode from a chapter or timestamp tap skips startEpisodePlay: no History entry, no play_started event, and the previous list's ⏮/⏭ chain stays in place	fixed	L2-app-surface (merge 8fc8afca: e96d4cf3)	bindEpisodeSeeks decides seek-only vs start with isCurrent; a non-current stamp goes through startEpisodePlay(id, item, {ctx:null, list:[], startOffset}) (new startOffset option). The review round (a42dc2ca) sends a restored or ended current episode through startEpisodePlay too. player/client.js not edited. Mutations red.
app-2-5	loadShowIndex bounds only the response headers; a stalled body leaves showIndexPromise pending for the whole session (incomplete fix of states-4)	fixed	L2-app-surface (merge 8fc8afca: 298d23d4)	loadShowIndex wraps fetch plus res.text() in one attempt inside withDeadline and aborts on expiry. Controlled-timer test: a stalled body ends as null, the request is aborted, the promise clears.
app-2-6	Clearing or changing a thumbs vote never reverses its interest nudge, so up, clear, up repeated drives a topic to 1.0	fixed	L2-app-surface (merge 8fc8afca: 794c6a45) + completeness sweep (0b3ea310)	Device half (L2): setFeedback applies (new nudge - previous vote's nudge), so up/clear/up no longer ratchets a topic. Event half (completeness sweep, 0b3ea310): a changed vote is logged with `replaces {direction, reasons}` and a withdrawn one as direction 'cleared'; ThumbsPayloadSchema accepts both; interestLearning takes the replaced vote's move back (same reason code, opposite sign, no enum migration). The privacy policy's thumbs row names the new field. Tests in app-surface-round3, events and interestLearning; 9 mutations checked.
app-2-7	Episode-notes timestamp guard uses the rounded duration_min and ignores duration_sec, so real chapter stamps in the last minute render as dead text	fixed	L2-app-surface (merge 8fc8afca: 5d847e8d)	New itemDurationSec (duration_sec first, then minutes) shared with rowProgress; the notes' stamp guard uses the upper bound when only rounded minutes are known. Test: '59:10 Outro' in a 3569 s episode is a seek control. Mutation red.
app-2-8	Linkifier cuts URLs that end in ')' , so Wikipedia-style links in show notes open the wrong page	fixed	L2-app-surface (merge 8fc8afca: fe6ed2b9)	GFM balanced-paren rule: a following ')' is taken back into the URL while it has an unclosed '('. Test: the Wikipedia link, a trailing full stop, an unbalanced sentence paren; mutation red.
app-2-9	'Shows 4a vouches for' is not deterministic across locales: the base order uses a locale-sensitive localeCompare	fixed	L2-app-surface (merge 8fc8afca: 02e6237e)	showsWeVouchFor sorts its base order by code point, not localeCompare. Test: a context whose localeCompare collates in reverse gets the same picks. Mutation red.
app-2-10	Panel drag-to-dismiss doesn't capture the pointer; a mouse release off the panel leaves the drag stuck	fixed	L2-app-surface (merge 8fc8afca: 9a61a90c)	Panel pointerdown calls setPointerCapture (best-effort); lostpointercapture is handled like pointercancel. Test: the press captures, a lost capture springs the panel back, the next press is accepted. Both mutations red.
app-2-11	Search CTA hands off to Create through location.hash plus setTimeout(0), racing the hashchange render	fixed	L2-app-surface (merge 8fc8afca: 3fe8a0ed)	The CTA stores the query in module-level pendingCreateQuery and sets the hash (no setTimeout(0)); renderCreate consumes it once after its form is bound. Test; mutation red.
app-2-12	Home computes every rail twice per render, including generatedPlaylists' full-pool scan and sort	fixed	L2-app-surface (merge 8fc8afca: f89a6986)	renderHomeV2 computes homeRailPicks() once and passes it to the play block and the three rails. Test counts one call per pick per render; mutations red.
app-2-13	Foray route links interpolate ids without encodeURIComponent, which has drifted from the other producers	fixed	L2-app-surface (merge 8fc8afca: 0fe62cb8, d54e4cf5)	New forayRouteHash/forayRoutePath (encodeURIComponent) used by forayCardV2Html, the show page's Forays rows and the Forays page (list and Jump back in). Test plus source guard; mutations red.
app-3-1	Foray page Play after the mini bar is closed restarts from the resume point captured at render time (or from 0), not from where the listener stopped, and then writes over their stored progress	fixed	L2-app-surface (merge 8fc8afca: 0fe62cb8, 9c7967b5)	paintForay tracks the Foray it last painted live; when it goes cold, refreshForayResume() re-reads player.forayResume(...) into state.forayResume and updates the banner. startOrResume reads state.forayResume. The review round (415f6a84) drops 'Jump back in' for 'Played' after a Foray played to the end. Test: play, advance, close, Play resumes at the stored 1800 s. Mutations red.
app-3-3	The 'generation-changed' notice ('one version behind') is broadcast to pages that already loaded the new deploy, so returning visitors see it after every deploy	fixed	L4-web-platform (merge 4c70ad9d: 51d4254c)	index.html carries <meta name="foray-deploy-id" content="unstamped">; generate-manifest.mjs stamps it next to BUILD_ID without changing the deploy id; --verify checks it and --check refuses a committed stamp. app.js hides generation-changed when the page is unpinned and already on msg.deployId. New test/deploy-id-meta.test.js (6) plus 2 page tests; a real prepare-dist build verified.
app-3-5	The generation pin is also applied to code that loaded live from a newer deploy, so new app.js reads the previous generation's data (the #233 mismatch)	fixed	L4-web-platform (merge 4c70ad9d: 4b22ea61)	A fallen-back cached index.html gets ?_fdid=<id> on every script and modulepreload URL, and relative module imports in served scripts are tagged; a tagged code request is answered from that generation only (504 if gone). Only app.js sends the synchronous pin; other fallbacks send stale-shell pin:false. The review round (0b760c57) stops a data fallback pinning a live page. 5 sw tests plus 1 page test, mutation-checked.
app-3-6	Retrying Delete my data after a 'device NOT fully clear' result reports the server rows wrongly ('never signed in' or 'NOT deleted') and can block the device clear	fixed	L1-app-data (merge 5ed77ea1: 8cc92c72)	After the remote step succeeds, cp_sb_session is removed first and on its own; the success is kept in memory (ddRemoteDone, not a cp_ key), so a retry reports the server copy as deleted without a request. Neutral no-token copy. 4 tests, mutation-checked. Limit: across a relaunch only the removal-first rule protects the retry.
app-3-8	The voice picker's subtitle says Preview plays 'at your playback speed', but auditions have been fixed at 1x since the 2026-09-24 ruling	fixed	L1-app-data (merge 5ed77ea1: c08c5f5d)	Copy is now 'Tap Preview to hear it count to ten, at the speed narration uses.' (VOICE_SHEET_SUB). listener-copy pins the sentence, the absence of 'at your playback speed', auditionVoice at NARRATION_RATE, and NARRATION_RATE = 1.
app-3-9	renderForay calls player.playbackRate() without checking it exists; with an older module the throw strands the Foray page with an unbound transport	refuted	audit verifier (round-3 catalogue); no lane	Verifier: refuted. The unguarded player.playbackRate() call needs a player module with rateStops and setPlaybackRate but no playbackRate, and no version of player/client.js has ever looked like that.
app-3-10	Voice sheet async races: overlapping Previews re-enable a voice that is still speaking, and an older refreshVoiceList can overwrite a newer one	fixed	L1-app-data (merge 5ed77ea1: a9586c37)	auditionVoiceRow carries a sequence: only the latest Preview paints its notice and clears auditioning, and only while auditioning is still its id; refreshVoiceList carries voiceRefreshSeq. 2 tests in voice-settings, 3 mutations checked.
app-3-11	runVoiceProbe has no in-flight guard, so a second tap starts a second ~90 s probe alongside the first	fixed	L1-app-data (merge 5ed77ea1: cda76a17, 16a59a99)	voiceProbeRunning promise: a second call reopens the sheet, repaints the running line and returns the same promise; #voice-probe-run is disabled until the run settles, including a control rebuilt mid-run. Test in voice-probe-switch.
app-3-13	init() has no catch after its first await, so a throw in boot leaves 'Loading 4a…' on screen for good, with ☰ and ↻ disabled, no Try again, and no service worker	fixed	L1-app-data (merge 5ed77ea1: 3fb06f33)	init's post-session body is in try/catch/finally: a failure paints failedNoteHtml('4a couldn't start.') with Try again; drawer/hashchange/refresh wiring still runs; markFirstPagePainted in the finally. Array guards on cp_seen, cp_recent_branches, cp_history. Review round (42d2353d) states that recovery is only through Try again. 2 tests, mutation-checked.
app-3-14	A service-worker test and comment claim a response that lands after the timeout 'warms' the generation cache, but cachePut makes that a no-op for every manifest-tracked file	fixed	L4-web-platform (merge 4c70ad9d: 2a007a49)	Split into two tests over a generation with a __manifest__: a tracked file keeps its verified bytes and nothing is written; an untracked file is written. Both wait on the worker's own waitUntil (new nextWaitUntil hook) instead of fixed ticks. Mutation-checked.
player-core-1	Pressing previous-clip after a failed Foray load marks the whole Foray Played and restarts it from clip 1	fixed	L3-player-and-native-tts (merge d66e909d: 0909fd1a, 6a80fedd)	PlayerQueueManager.skipToPrevious from idle/ended passes the held item's ref, so the clip reloads at its in-point (decided in the manager, so no recorded queue-state row moves). The review round (0909fd1a) brings the native engine to parity. Manager and real-client tests, mutation-checked.
player-core-2	Pause or Stop during a rendered narration bridge's load is ignored: the bridge starts playing anyway	fixed	L3-player-and-native-tts (merge d66e909d: 5133cdfb)	_playTransitionBridge captures _loadSeq and plays only if the load is still current and the state still transitions to this bridge; a stale synth speak is stopped. Tests: pause and stop during a held rendered-bridge load, pause during a synth bridge. Device check: HUMAN-ACTIONS #117.
player-core-3	An interrupted play() (AbortError) is reported as a fatal player error, which drops the listener's skip into idle	fixed	L3-player-and-native-tts (merge d66e909d: 8a287941)	play() treats AbortError as telemetry only (play.aborted), never onError. html-audio-backend's handover test asserts nothing is reported; new unit test; mutation-checked. Device check: HUMAN-ACTIONS #117.
player-core-4	A synth narration load superseded while speak() is in flight still marks itself loaded and keeps talking over the next item	fixed	L3-player-and-native-tts (merge d66e909d: 17d75d82)	After await _speakNarration, _loadItem bails if _loadSeq changed or the state no longer targets this item, and stops the TTS unless a newer speak() was issued (_speakIssued). Tests: a superseded speak is stopped; a newer line is not cut off.
player-core-5	Scrubber and clocks freeze for the rest of the session if a drag returns to its starting value	fixed	L3-player-and-native-tts (merge d66e909d: 916675b4)	pointerup, pointercancel, lostpointercapture and blur end the scrub preview one task later if no change event did, then render(). Two client tests: a release back on the start value, and a release followed by a real change.
player-core-6	Foray 'Next clip' silently skips narration clips, and ends the Foray early when the last item is narration	fixed	L3-player-and-native-tts (merge d66e909d: 849595dc)	forayNext uses manager.play(currentIndex+1), as forayPrevious does. Client tests: Next onto a narration line plays it; Next onto a closing line does not end the Foray.
player-core-7	stop() does not enforce silence the way pause() does (#689 drift survives Stop)	fixed	L3-player-and-native-tts (merge d66e909d: 94efe6e1)	After the reducer runs, stop() pauses the element if it is still audible; a synth line still in flight is silenced by player-core-4's staleness check. Tests cover both paths.
player-core-8	playForay drops the outgoing episode's and Foray's position (no flush), unlike play()	fixed	L3-player-and-native-tts (merge d66e909d: a926b002)	playForay calls flushPositions() right after the gesture and interlude prime, before the Foray and queue are replaced. Client test: a scrub made while paused survives starting a Foray.
player-core-9	Concurrent _handle calls can run a stale loadItem after a newer one, leaving the reducer's target different from what is loaded	fixed	L3-player-and-native-tts (merge d66e909d: 91ff25ca)	_loadItem drops any load whose ref is not the item the current state is about. Test: a double skip while the synth pause is held.
player-core-10	Known-car-route auto-resume is dead code: routeChanged(available) is never called and _knownCarRoutes is never filled	fixed	L3-player-and-native-tts (merge d66e909d: 8110f882)	Founder Q5 ruling (DECISIONS 2026-09-25): the dead known-car-route branch and _knownCarRoutes are deleted; the web/Android path never resumes on reconnect and the native engine owns route policy (card NE-38r). Parity case manager-episode/only-a-known-car-route-resumes removed (floor 44 -> 43); record.mjs --check 1098/1098.
player-rest-1	One hung IndexedDB transaction stalls every later durable write, including the vault write of a refreshed auth token, and makes Delete my data hang	fixed	L3-player-and-native-tts (merge d66e909d: 44622ef9)	idb-tier withStore has a 5 s transaction deadline (TimeoutError, abort, drop the connection); DurableStore bounds each queued tier call at 8 s; canKeep is false while a confined write is in flight; purge's waits bounded at 20 s and report 'unverified'. Test: a hung IndexedDB write no longer blocks the vault write of cp_sb_session.
player-rest-3	DiagnosticLog rewrites the whole 200-entry ring through every storage tier on every row and every seam stage	deliberate	audit verifier (round-3 catalogue); no lane	Verifier: deliberate. The diagnostic ring is rewritten on every stage by documented design; kept as the verifier ruled.
player-rest-5	Transport click handlers drop the promise from async setRunning/forayNext/forayPrevious/foraySeek, so a rejection skips the repaint and leaves the Foray index stuck	fixed	L3-player-and-native-tts (merge d66e909d: 29c02d86)	guardTap catches errors, logs diag tapFailed{phase:control} and always renders; wraps play/pause, clip previous/next and the scrub change handler. moveForay resets pendingFrom and the index when a move throws. Client test.
player-rest-6	Media-session playbackState/positionState dedupe is recorded before the write, so a failed write is never retried (the metadata fix was not applied to these two)	refuted	audit verifier (round-3 catalogue); no lane	Verifier: refuted. The key-before-write asymmetry in media-session.js is real, but the failure it describes (one failed position write that a later identical write would have fixed) does not hold.
search-api-css-1	Modifier words are consumed as filters unconditionally: 'deep learning' returns 805 random long episodes with status ok	fixed	L4-web-platform (merge 4c70ad9d: 9b124a9e)	A modifier word stays content when it also belongs to a concept with a different meaning (story, marathon, epic), and when tokenize stripped a subject word leaving only modifiers; 'funny history' and 'comedy' unchanged. 'deep learning': 820 'ok' -> 34 'sparse' (AI/compute). The review round (1d0c2c65) keeps 'long interviews' and 'new interviews' as filters. Battery 127/127; 4 new cases in test/search-matcher.test.js.
search-api-css-2	'constructor' in a topic query hits Object.prototype: the token is silently dropped, or the search throws a TypeError	fixed	L4-web-platform (merge 4c70ad9d: d3bf0f28)	Semantic-index lookups use own properties only (aliasesFor, conceptById, modifierFor); a modifier needs a string type; isDurationFilter guard; a branch filter needs an array. Tests on the real index: 'constructor', 'constructor theory', 'hasownproperty'.
search-api-css-3	No per-show feed cache: every show-page search keystroke and every episode page re-downloads and re-parses the whole RSS feed	fixed	L4-web-platform (merge 4c70ad9d: 36a3537d)	New api/_lib/feedCache.ts: one parsed feed per show, fresh 5 min then revalidated with etag/last-modified, at most 30 shows, no descriptionHtml kept, a failed refresh serves the kept copy (the review round 7dc68f27 marks that answer stale). api/_test/feed-cache.test.mjs: one list plus four searches cost one fetch.
search-api-css-5	Helper modules and api/test/*.mjs sit under api/ without a leading underscore, so Vercel deploys each one as a public function	fixed	L4-web-platform (merge 4c70ad9d: c809d017, 6ef7c3f3)	Helpers moved to api/_lib/ and suites to api/_test/ (Vercel ignores underscore paths); new test/vercel-functions.test.js requires every deployable file to be a handler and pins the 4 endpoints. Still owed on the PR: a preview deployment's Functions tab should list only the 4 handlers (Vercel skipped the preview build).
search-api-css-6	Topic-search tokenizer does not fold diacritics, so accented queries split into junk 'thin' fragments	fixed	L4-web-platform (merge 4c70ad9d: c8d36859)	tokenize, itemWordSet and scoreMatch fold diacritics, with an ASCII fast path and a per-item folded-text cache so search timing is back at baseline. Battery 127/127; 2 tests (accented tokens; pokemon/pokémon/POKÉMON).
search-api-css-7	Index proxy marks unversioned URLs 'immutable' and fetches upstream with no timeout or size cap	fixed	L4-web-platform (merge 4c70ad9d: 558e02f3)	The shows-index proxy sends 'public, max-age=300' instead of immutable; upstream fetch and body read share one 5 s deadline; bytes are capped (oversize Content-Length refused) and gunzipSync gets maxOutputLength. Four tests (hung upstream, mid-body failure, oversize, gzip bomb) all 502.
search-api-css-8	showIdMap: release id-map fetch has no timeout, and one failure pins the fallback map for the instance's lifetime	fixed	L4-web-platform (merge 4c70ad9d: 456232e8)	The release id-map fetch has a 2 s deadline; after a failure the catalogue fallback is kept and the release retried after 10 minutes; a pointer with no id_map_url causes no fetch. api/_test/show-id-map-release.test.mjs.
search-api-css-10	Dead CSS: rules for #pl-form/#pl-input, .cards4 and the ui-v2 utility classes match no markup	fixed	L4-web-platform (merge 4c70ad9d: b258bf0d)	Deleted the #pl-form/#pl-input rules (and their ui-v2 half), .cards4 and 6 unused ui-v2 utility classes; ui-tokens, tap-targets and home-layout now pin that they are gone.
